database,login,sql_version,edition
TRUX_SS_COMP,SOUSAN\Administrator,14.0.2085.1,Standard Edition (64-bit)
,,,
full_version_string,,,
Microsoft SQL Server 2017 (RTM-GDR) (KB5065224) - 14.0.2085.1 (X64)   Aug 12 2025 16:36:19   Copyright (C) 2017 Microsoft Corporation  Standard Edition (64-bit) on Windows Server 2019 Standard 10.0 <X64> (Build 17763: ) ,,,
