DateIn,Site,Ticket,Operator,CustNum,Customer,Reference,Vehicle,Rolloff,TransType,Amount,Found in Trux
1/30/2025,44,959210,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 110,,CHG  SALE,$336.20,No
1/30/2025,44,959213,ROSIE,96,SOUTHERN SANITATION SERVICE,HEB,#85,,CHG  SALE,$258.00,No
1/30/2025,44,959230,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 143,,CHG  SALE,$163.20,No
1/30/2025,44,959272,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 50,,CHG  SALE,$399.40,No
1/30/2025,44,959307,ROSIE,96,SOUTHERN SANITATION SERVICE,HEB,#94,,CHG  SALE,$467.70,No
1/30/2025,44,959317,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 252,,CHG  SALE,$164.60,No
1/30/2025,44,959321,AKEMY,96,SOUTHERN SANITATION SERVICE,,#85 59,,CHG  SALE,$66.00,No
1/30/2025,44,959325,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 256,,CHG  SALE,$205.50,No
1/30/2025,44,959342,AKEMY,96,SOUTHERN SANITATION SERVICE,,LS-4 30,,CHG  SALE,$40.40,No
1/31/2025,44,959361,SANDY,96,SOUTHERN SANITATION SERVICE,HEB,LS-3,,CHG  SALE,$577.00,No
1/31/2025,44,959373,AKEMY,96,SOUTHERN SANITATION SERVICE,,LS-4 241,,CHG  SALE,$8.80,No
1/31/2025,44,959392,AKEMY,96,SOUTHERN SANITATION SERVICE,,#87 162,,CHG  SALE,$219.00,No
1/31/2025,44,959407,SANDY,96,SOUTHERN SANITATION SERVICE,DOCTORS,#85,,CHG  SALE,$171.10,No
1/31/2025,44,959408,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 140,,CHG  SALE,$56.70,No
1/31/2025,44,959409,WIZARD,96,SOUTHERN SANITATION SERVICE,,#79 84,,CHG  SALE,$49.20,No
1/31/2025,44,959464,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 62,,CHG  SALE,$54.40,No
1/31/2025,44,959466,SANDY,96,SOUTHERN SANITATION SERVICE,WALMART,LS-3,,CHG  SALE,$153.40,No
1/31/2025,44,959475,SANDY,96,SOUTHERN SANITATION SERVICE,,#87 349,,CHG  SALE,$211.10,No
1/31/2025,44,959484,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 144,,CHG  SALE,$164.10,No
1/31/2025,44,959501,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 35,,CHG  SALE,$61.80,No
1/31/2025,44,959508,WIZARD,96,SOUTHERN SANITATION SERVICE,,#79 186,,CHG  SALE,$36.20,No
1/31/2025,44,959571,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 19,,CHG  SALE,$248.30,No
1/31/2025,44,959595,SANDY,96,SOUTHERN SANITATION SERVICE,LA POSADA,LS-3,,CHG  SALE,$45.50,No
1/31/2025,44,959596,AKEMY,96,SOUTHERN SANITATION SERVICE,,#94 246,,CHG  SALE,$651.60,No
1/31/2025,44,959609,WIZARD,96,SOUTHERN SANITATION SERVICE,,#79 188,,CHG  SALE,$59.50,No
1/31/2025,44,959686,AKEMY,96,SOUTHERN SANITATION SERVICE,,#87 79,,CHG  SALE,$38.60,No
1/31/2025,44,959757,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 34,,CHG  SALE,$53.90,No
1/31/2025,44,959783,AKEMY,96,SOUTHERN SANITATION SERVICE,PILOT,#79,,CHG  SALE,$337.50,No
1/31/2025,44,959812,SANDY,96,SOUTHERN SANITATION SERVICE,,LS-4 22,,CHG  SALE,$4.60,No
1/31/2025,44,959845,WIZARD,96,SOUTHERN SANITATION SERVICE,,#79 163,,CHG  SALE,$201.80,No
