DateIn,Site,Ticket,Operator,CustNum,Customer,Reference,Vehicle,Rolloff,TransType,Amount,Match,Landfill_Amount,Trux_Amount,Difference
2025-06-23,44,1028184,SANDY,96,SOUTHERN SANITATION SERVICE,,#93,,CHG  SALE,71.6,False,$71.60,$71.61,$-0.01
2025-06-23,44,1028207,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 251,,CHG  SALE,13.0,False,$13.00,$13.02,$-0.02
2025-06-23,44,1028209,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 108,,CHG  SALE,54.4,False,$54.40,$54.41,$-0.01
2025-06-23,44,1028230,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 348,,CHG  SALE,214.8,False,$214.80,$214.83,$-0.03
2025-06-23,44,1028261,ROSIE,98,S.S.S. MINI ROLL-OFF,,LS-3 075,,CHG  SALE,33.4,False,$33.40,$33.48,$-0.08
2025-06-23,44,1028341,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 170,,CHG  SALE,73.9,False,$73.90,$73.94,$-0.04
2025-06-23,44,1028382,ROSIE,96,SOUTHERN SANITATION SERVICE,,#85,,CHG  SALE,450.1,False,$450.10,$450.12,$-0.02
2025-06-23,44,1028384,ROSIE,98,S.S.S. MINI ROLL-OFF,,LS-3 015,,CHG  SALE,27.4,False,$27.40,$27.44,$-0.04
2025-06-23,44,1028396,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 359,,CHG  SALE,53.4,False,$53.40,$53.48,$-0.08
2025-06-23,44,1028415,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 69,,CHG  SALE,22.3,False,$22.30,$22.32,$-0.02
2025-06-23,44,1028447,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 8,,CHG  SALE,36.7,False,$36.70,$36.74,$-0.04
2025-06-23,44,1028452,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 123,,CHG  SALE,117.1,False,$117.10,$117.18,$-0.08
2025-06-23,44,1028462,ROSIE,98,S.S.S. MINI ROLL-OFF,,LS-3 065,,CHG  SALE,41.8,False,$41.80,$41.85,$-0.05
2025-06-23,44,1028525,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 279,,CHG  SALE,21.8,False,$21.80,$21.86,$-0.06
2025-06-23,44,1028529,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 225,,CHG  SALE,30.2,False,$30.20,$30.23,$-0.03
2025-06-23,44,1028535,ROSIE,96,SOUTHERN SANITATION SERVICE,LOWES,#79,,CHG  SALE,70.6,False,$70.60,$70.68,$-0.08
2025-06-23,44,1028541,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 59,,CHG  SALE,71.1,False,$71.10,$71.15,$-0.05
2025-06-23,44,1028546,ROSIE,98,S.S.S. MINI ROLL-OFF,,LS-3 039,,CHG  SALE,671.1,False,$671.10,$671.15,$-0.05
2025-06-24,44,1028573,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 138,,CHG  SALE,29.7,False,$29.70,$29.76,$-0.06
2025-06-24,44,1028575,SANDY,98,S.S.S. MINI ROLL-OFF,,LS-3 014,,CHG  SALE,21.3,False,$21.30,$21.39,$-0.09
2025-06-24,44,1028597,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 151,,CHG  SALE,72.0,False,$72.00,$72.08,$-0.08
2025-06-24,44,1028599,ROSIE,96,SOUTHERN SANITATION SERVICE,,#85 56,,CHG  SALE,43.7,False,$43.70,$43.71,$-0.01
2025-06-24,44,1028603,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 195,,CHG  SALE,82.7,False,$82.70,$82.77,$-0.07
2025-06-24,44,1028669,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 348,,CHG  SALE,159.9,False,$159.90,$159.96,$-0.06
2025-06-24,44,1028678,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 158,,CHG  SALE,56.2,False,$56.20,$56.27,$-0.07
2025-06-24,44,1028733,SANDY,96,SOUTHERN SANITATION SERVICE,,#79 17,,CHG  SALE,2623.9,False,"$2,623.90","$2,623.98",$-0.08
2025-06-24,44,1028734,SANDY,98,S.S.S. MINI ROLL-OFF,,LS-3 041,,CHG  SALE,111.6,True,$111.60,$111.60,$0.00
2025-06-24,44,1028736,SANDY,96,SOUTHERN SANITATION SERVICE,HEB,#85,,CHG  SALE,439.8,False,$439.80,$439.89,$-0.09
2025-06-24,44,1028801,SANDY,96,SOUTHERN SANITATION SERVICE,HEB,#93,,CHG  SALE,485.4,False,$485.40,$485.46,$-0.06
2025-06-24,44,1028813,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 246,,CHG  SALE,195.7,False,$195.70,$195.77,$-0.07
2025-06-24,44,1028855,ROSIE,96,SOUTHERN SANITATION SERVICE,OUTLETS,#79,,CHG  SALE,0.0,True,$0.00,$0.00,$0.00
2025-06-24,44,1028912,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 8,,CHG  SALE,41.3,False,$41.30,$41.39,$-0.09
2025-06-24,44,1028957,ROSIE,96,SOUTHERN SANITATION SERVICE,DOCTORS,#85,,CHG  SALE,193.9,False,$193.90,$193.91,$-0.01
2025-06-24,44,1028987,ROSIE,98,S.S.S. MINI ROLL-OFF,,#94 073,,CHG  SALE,302.2,False,$302.20,$302.25,$-0.05
2025-06-24,44,1029009,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 325,,CHG  SALE,132.9,False,$132.90,$132.99,$-0.09
2025-06-24,44,1029027,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 379,,CHG  SALE,41.8,False,$41.80,$41.85,$-0.05
2025-06-24,44,1029028,ROSIE,96,SOUTHERN SANITATION SERVICE,,#79 369,,CHG  SALE,13.0,False,$13.00,$13.02,$-0.02
2025-06-24,44,1029045,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 349,,CHG  SALE,92.0,False,$92.00,$92.07,$-0.07
2025-06-24,44,1029112,ROSIE,96,SOUTHERN SANITATION SERVICE,OJOS LOCOS,#85,,CHG  SALE,201.3,False,$201.30,$201.35,$-0.05
2025-06-24,44,1029136,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 249,,CHG  SALE,56.2,False,$56.20,$56.27,$-0.07
2025-06-24,44,1029137,ROSIE,98,S.S.S. MINI ROLL-OFF,,#94 030,,CHG  SALE,35.3,False,$35.30,$50.00,$-14.70
2025-06-24,44,1029137,ROSIE,98,S.S.S. MINI ROLL-OFF,,#94 030,,CHG  SALE,50.0,True,$50.00,$50.00,$0.00
2025-06-24,44,1029140,ROSIE,96,SOUTHERN SANITATION SERVICE,HEB,#93,,CHG  SALE,279.0,True,$279.00,$279.00,$0.00
2025-06-24,44,1029164,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 134,,CHG  SALE,98.5,False,$98.50,$98.58,$-0.08
2025-06-24,44,1029170,ROSIE,98,S.S.S. MINI ROLL-OFF,,#94 069,,CHG  SALE,42.3,False,$42.30,$42.32,$-0.02
2025-06-24,44,1029177,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 79,,CHG  SALE,85.1,True,$85.10,$85.10,$0.00
2025-06-25,44,1029192,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 253,,CHG  SALE,51.6,False,$51.60,$51.62,$-0.02
2025-06-25,44,1029218,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 106,,CHG  SALE,69.2,False,$69.20,$69.29,$-0.09
2025-06-25,44,1029222,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 344,,CHG  SALE,73.0,False,$73.00,$0.00,$73.00
2025-06-25,44,1029240,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 248,,CHG  SALE,42.3,False,$42.30,$42.32,$-0.02
2025-06-25,44,1029249,ROSIE,98,S.S.S. MINI ROLL-OFF,,#94 066,,CHG  SALE,53.0,False,$53.00,$53.01,$-0.01
2025-06-25,44,1029284,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 87,,CHG  SALE,88.3,False,$88.30,$88.35,$-0.05
2025-06-25,44,1029293,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 257,,CHG  SALE,45.1,False,$45.10,$45.11,$-0.01
2025-06-25,44,1029321,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 358,,CHG  SALE,134.3,False,$134.30,$134.39,$-0.09
2025-06-25,44,1029358,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 7,,CHG  SALE,67.4,False,$67.40,$67.43,$-0.03
2025-06-25,44,1029411,ROSIE,96,SOUTHERN SANITATION SERVICE,,#93 64,,CHG  SALE,1086.8,False,"$1,086.80","$1,086.83",$-0.03
2025-06-25,44,1029420,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 115,,CHG  SALE,159.0,False,$159.00,$159.03,$-0.03
2025-06-25,44,1029464,ROSIE,98,S.S.S. MINI ROLL-OFF,,#94 020,,CHG  SALE,110.2,False,$110.20,$110.21,$-0.01
2025-06-25,44,1029500,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 246,,CHG  SALE,40.9,False,$40.90,$40.92,$-0.02
2025-06-25,44,1029569,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 26,,CHG  SALE,46.5,True,$46.50,$46.50,$0.00
2025-06-25,44,1029604,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 315,,CHG  SALE,131.6,True,$131.60,$131.60,$0.00
2025-06-25,44,1029619,ROSIE,96,SOUTHERN SANITATION SERVICE,,#87,,CHG  SALE,170.6,False,$170.60,$170.66,$-0.06
2025-06-25,44,1029644,ROSIE,98,S.S.S. MINI ROLL-OFF,,#94 053,,CHG  SALE,45.5,False,$45.50,$0.00,$45.50
2025-06-25,44,1029665,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 253,,CHG  SALE,93.4,False,$93.40,$93.47,$-0.07
2025-06-25,44,1029666,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 119,,CHG  SALE,48.8,False,$48.80,$48.83,$-0.03
2025-06-25,44,1029691,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 345,,CHG  SALE,247.8,False,$247.80,$247.85,$-0.05
2025-06-25,44,1029725,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 122,,CHG  SALE,71.1,False,$71.10,$71.15,$-0.05
2025-06-25,44,1029749,ROSIE,96,SOUTHERN SANITATION SERVICE,,#94 359,,CHG  SALE,154.3,False,$154.30,$154.38,$-0.08
2025-06-26,44,1029775,SANDY,98,S.S.S. MINI ROLL-OFF,,LS-3 035,,CHG  SALE,87.4,False,$87.40,$87.42,$-0.02
2025-06-26,44,1029796,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 339,,CHG  SALE,29.7,False,$29.70,$29.76,$-0.06
2025-06-26,44,1029800,ROSIE,96,SOUTHERN SANITATION SERVICE,,LS-3 373,,CHG  SALE,212.9,False,$212.90,$212.97,$-0.07
2025-06-26,44,1029809,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 200,,CHG  SALE,24.6,False,$24.60,$26.04,$-1.44
2025-06-26,44,1029836,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 144,,CHG  SALE,51.1,False,$51.10,$51.15,$-0.05
2025-06-26,44,1029881,SANDY,96,SOUTHERN SANITATION SERVICE,,#85 251,,CHG  SALE,89.2,False,$89.20,$89.28,$-0.08
2025-06-26,44,1029931,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 59,,CHG  SALE,28.8,False,$28.80,$28.83,$-0.03
2025-06-26,44,1029937,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 281,,CHG  SALE,44.1,False,$44.10,$44.18,$-0.08
2025-06-26,44,1029993,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 92,,CHG  SALE,47.4,False,$47.40,$47.43,$-0.03
2025-06-26,44,1029998,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 166,,CHG  SALE,30.6,False,$30.60,$30.69,$-0.09
2025-06-26,44,1030004,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 191,,CHG  SALE,79.9,False,$79.90,$79.98,$-0.08
2025-06-26,44,1030035,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 160,,CHG  SALE,174.3,False,$174.30,$174.38,$-0.08
2025-06-26,44,1030115,SANDY,96,SOUTHERN SANITATION SERVICE,HEB,#85,,CHG  SALE,520.3,False,$520.30,$520.34,$-0.04
2025-06-26,44,1030124,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 115,,CHG  SALE,31.1,False,$31.10,$0.00,$31.10
2025-06-26,44,1030156,ROSIE,96,SOUTHERN SANITATION SERVICE,,#79,,CHG  SALE,355.7,False,$355.70,$355.73,$-0.03
2025-06-26,44,1030212,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 49,,CHG  SALE,38.1,False,$38.10,$38.13,$-0.03
2025-06-26,44,1030233,SANDY,96,SOUTHERN SANITATION SERVICE,,LS-3 94,,CHG  SALE,304.1,False,$304.10,$304.11,$-0.01
2025-06-26,44,1030243,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 106,,CHG  SALE,58.1,False,$58.10,$0.00,$58.10
2025-06-26,44,1030256,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 160,,CHG  SALE,21.8,False,$21.80,$0.00,$21.80
2025-06-26,44,1030258,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 221,,CHG  SALE,325.5,True,$325.50,$325.50,$0.00
2025-06-26,44,1030293,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 77,,CHG  SALE,58.5,False,$58.50,$58.59,$-0.09
2025-06-26,44,1030295,ROSIE,96,SOUTHERN SANITATION SERVICE,HEB,LS-3,,CHG  SALE,426.8,False,$426.80,$426.87,$-0.07
2025-06-26,44,1030320,SANDY,96,SOUTHERN SANITATION SERVICE,,#79 334,,CHG  SALE,70.2,False,$70.20,$70.22,$-0.02
2025-06-26,44,1030322,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 78,,CHG  SALE,115.3,False,$115.30,$115.32,$-0.02
2025-06-27,44,1030327,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 367,,CHG  SALE,165.0,False,$165.00,$165.08,$-0.08
2025-06-27,44,1030352,WIZARD,98,S.S.S. MINI ROLL-OFF,,#82 079,,CHG  SALE,215.3,True,$215.30,$215.30,$0.00
2025-06-27,44,1030366,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 237,,CHG  SALE,160.8,False,$160.80,$160.89,$-0.09
2025-06-27,44,1030372,WIZARD,98,S.S.S. MINI ROLL-OFF,,#82 020,,CHG  SALE,33.4,False,$33.40,$33.48,$-0.08
2025-06-27,44,1030385,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 141,,CHG  SALE,94.8,False,$94.80,$94.86,$-0.06
2025-06-27,44,1030395,SANDY,96,SOUTHERN SANITATION SERVICE,HEB,#79,,CHG  SALE,341.7,False,$341.70,$341.78,$-0.08
2025-06-27,44,1030420,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 370,,CHG  SALE,87.8,False,$87.80,$87.89,$-0.09
2025-06-27,44,1030427,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 172,,CHG  SALE,55.3,False,$55.30,$55.34,$-0.04
2025-06-27,44,1030452,SANDY,96,SOUTHERN SANITATION SERVICE,HEB,#94,,CHG  SALE,330.1,False,$330.10,$330.15,$-0.05
2025-06-27,44,1030480,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 69,,CHG  SALE,65.5,False,$65.50,$65.57,$-0.07
2025-06-27,44,1030485,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 234,,CHG  SALE,184.1,False,$184.10,$184.14,$-0.04
2025-06-27,44,1030488,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 54,,CHG  SALE,38.6,True,$38.60,$38.60,$0.00
2025-06-27,44,1030536,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 175,,CHG  SALE,221.3,False,$221.30,$221.34,$-0.04
2025-06-27,44,1030556,SANDY,96,SOUTHERN SANITATION SERVICE,SAMS,#79,,CHG  SALE,233.4,False,$233.40,$233.43,$-0.03
2025-06-27,44,1030561,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 167,,CHG  SALE,126.4,False,$126.40,$126.48,$-0.08
2025-06-27,44,1030582,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 105,,CHG  SALE,190.1,False,$190.10,$190.19,$-0.09
2025-06-27,44,1030673,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 253,,CHG  SALE,134.8,False,$134.80,$134.85,$-0.05
2025-06-27,44,1030682,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 117,,CHG  SALE,82.7,False,$82.70,$82.77,$-0.07
2025-06-27,44,1030685,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 299,,CHG  SALE,102.3,True,$102.30,$102.30,$0.00
2025-06-27,44,1030688,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 376,,CHG  SALE,69.2,False,$69.20,$69.29,$-0.09
2025-06-27,44,1030696,ROSIE,96,SOUTHERN SANITATION SERVICE,WALMART,#85,,CHG  SALE,540.3,False,$540.30,$517.08,$23.22
2025-06-27,44,1030707,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 42,,CHG  SALE,26.9,False,$26.90,$26.97,$-0.07
2025-06-27,44,1030766,ROSIE,96,SOUTHERN SANITATION SERVICE,,#94 358,,CHG  SALE,142.7,False,$142.70,$142.76,$-0.06
2025-06-27,44,1030771,ROSIE,96,SOUTHERN SANITATION SERVICE,,LS-4,,CHG  SALE,38.1,False,$38.10,$38.13,$-0.03
2025-06-27,44,1030790,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 200,,CHG  SALE,42.7,False,$42.70,$42.78,$-0.08
2025-06-27,44,1030801,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 50,,CHG  SALE,86.4,False,$86.40,$86.49,$-0.09
2025-06-27,44,1030818,ROSIE,96,SOUTHERN SANITATION SERVICE,DOCTORS,#85,,CHG  SALE,202.7,False,$202.70,$202.74,$-0.04
2025-06-27,44,1030827,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 53,,CHG  SALE,333.4,False,$333.40,$333.41,$-0.01
2025-06-27,44,1030857,ROSIE,96,SOUTHERN SANITATION SERVICE,HEB,LS-4,,CHG  SALE,103.7,True,$103.70,$103.70,$0.00
2025-06-27,44,1030859,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 4,,CHG  SALE,126.9,False,$126.90,$0.00,$126.90
2025-06-27,44,1030869,SANDY,96,SOUTHERN SANITATION SERVICE,,#79 380,,CHG  SALE,510.1,False,$510.10,$510.11,$-0.01
2025-06-27,44,1030876,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 182,,CHG  SALE,517.0,False,$517.00,$517.08,$-0.08
2025-06-28,44,1030877,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 295,,CHG  SALE,50.2,False,$50.20,$50.22,$-0.02
2025-06-28,44,1030887,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 323,,CHG  SALE,142.2,False,$142.20,$142.29,$-0.09
2025-06-28,44,1030967,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 371,,CHG  SALE,51.1,False,$51.10,$51.15,$-0.05
2025-06-28,44,1030990,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 227,,CHG  SALE,75.3,False,$75.30,$75.33,$-0.03
2025-06-28,44,1030999,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 353,,CHG  SALE,31.6,False,$31.60,$31.62,$-0.02
2025-06-28,44,1031009,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 175,,CHG  SALE,452.4,False,$452.40,$452.45,$-0.05
2025-06-28,44,1031016,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 104,,CHG  SALE,44.1,False,$44.10,$44.18,$-0.08
2025-06-28,44,1031102,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 371,,CHG  SALE,324.5,False,$324.50,$324.57,$-0.07
2025-06-28,44,1031145,JENNIFER,96,SOUTHERN SANITATION SERVICE,,#85 297,,CHG  SALE,6.0,False,$6.00,$6.05,$-0.05
2025-06-28,44,1031179,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 3,,CHG  SALE,5.5,False,$5.50,$5.58,$-0.08
2025-06-28,44,1031231,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 30,,CHG  SALE,96.7,False,$96.70,$96.72,$-0.02
2025-06-28,44,1031281,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 42,,CHG  SALE,44.6,False,$44.60,$0.00,$44.60
2025-06-28,44,1031299,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 241,,CHG  SALE,5.5,False,$5.50,$5.58,$-0.08
2025-06-28,44,1031302,WIZARD,96,SOUTHERN SANITATION SERVICE,,#0216 0393,,CHG  SALE,46.5,False,$46.50,$0.00,$46.50
2025-06-28,44,1031343,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 263,,CHG  SALE,66.0,False,$66.00,$0.00,$66.00
2025-06-28,44,1031349,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 315,,CHG  SALE,377.1,False,$377.10,$377.12,$-0.02
2025-06-28,44,1031403,JENNIFER,96,SOUTHERN SANITATION SERVICE,TARGET,#79,,CHG  SALE,330.1,False,$330.10,$330.15,$-0.05
2025-06-28,44,1031501,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 356,,CHG  SALE,110.2,False,$110.20,$110.21,$-0.01
2025-06-30,44,1031539,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 59,,CHG  SALE,54.8,False,$54.80,$54.87,$-0.07
2025-06-30,44,1031551,ROSIE,96,SOUTHERN SANITATION SERVICE,,#94,,CHG  SALE,71.6,False,$71.60,$15.40,$56.20
2025-06-30,44,1031578,SANDY,98,S.S.S. MINI ROLL-OFF,,#79 016,,CHG  SALE,21.8,False,$21.80,$21.86,$-0.06
2025-06-30,44,1031615,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 9,,CHG  SALE,65.5,False,$65.50,$65.57,$-0.07
2025-06-30,44,1031648,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 91,,CHG  SALE,124.6,False,$124.60,$124.62,$-0.02
2025-06-30,44,1031659,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 111,,CHG  SALE,131.6,True,$131.60,$131.60,$0.00
2025-06-30,44,1031672,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 191,,CHG  SALE,64.6,False,$64.60,$64.64,$-0.04
2025-06-30,44,1031710,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 291,,CHG  SALE,74.4,True,$74.40,$74.40,$0.00
2025-06-30,44,1031716,SANDY,96,SOUTHERN SANITATION SERVICE,,LS-4 7,,CHG  SALE,216.6,False,$216.60,$216.69,$-0.09
2025-06-30,44,1031752,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 306,,CHG  SALE,152.0,False,$152.00,$152.06,$-0.06
2025-06-30,44,1031773,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 120,,CHG  SALE,151.5,False,$151.50,$151.59,$-0.09
2025-06-30,44,1031780,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 166,,CHG  SALE,979.2,False,$979.20,$979.29,$-0.09
2025-06-30,44,1031784,SANDY,96,SOUTHERN SANITATION SERVICE,HEB,#85,,CHG  SALE,10.7,True,$10.70,$10.70,$0.00
2025-06-30,44,1031787,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 112,,CHG  SALE,75.8,True,$75.80,$75.80,$0.00
2025-06-30,44,1031844,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 70,,CHG  SALE,69.7,False,$69.70,$69.75,$-0.05
2025-06-30,44,1031874,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 190,,CHG  SALE,40.4,False,$40.40,$40.46,$-0.06
2025-06-30,44,1031884,SANDY,96,SOUTHERN SANITATION SERVICE,LA POSADA,#85,,CHG  SALE,24.6,False,$24.60,$24.65,$-0.05
2025-06-30,44,1031922,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 94,,CHG  SALE,29.3,True,$29.30,$29.30,$0.00
2025-06-30,44,1031924,SANDY,96,SOUTHERN SANITATION SERVICE,,#79,,CHG  SALE,118.5,False,$118.50,$118.58,$-0.08
2025-06-30,44,1031925,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 350,,CHG  SALE,60.9,False,$60.90,$60.92,$-0.02
2025-06-30,44,1031940,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 114,,CHG  SALE,7.9,False,$7.90,$7.91,$-0.01
2025-06-30,44,1031953,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 294,,CHG  SALE,262.7,False,$262.70,$262.73,$-0.03
2025-06-30,44,1031960,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 122,,CHG  SALE,165.5,False,$165.50,$165.54,$-0.04
2025-06-30,44,1031963,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 123,,CHG  SALE,86.0,False,$86.00,$0.00,$86.00
