DateIn,Site,Ticket,Operator,CustNum,Customer,Reference,Vehicle,Rolloff,TransType,Amount,Amount Match,Landfill_Amount,Trux_Amount,Difference,Entered Ticket,Material Description
9/4/2025,44,1062371,WIZARD,96,SOUTHERN SANITATION,,#154,COMMERCIAL,CHG SALE,4.6,False,$4.60,$4.65,$-0.05,1062371,Trash
9/4/2025,44,1062395,WIZARD,96,SOUTHERN SANITATION,,#155,COMMERCIAL,CHG SALE,303.6,False,$303.60,$303.65,$-0.05,1062395,Trash
9/4/2025,44,1062468,WIZARD,96,SOUTHERN SANITATION,,#156,COMMERCIAL,CHG SALE,94.8,False,$94.80,$94.86,$-0.06,1062468,Trash
9/4/2025,44,1062557,WIZARD,96,SOUTHERN SANITATION,HEB,#157,COMMERCIAL,CHG SALE,416.1,False,$416.10,$416.18,$-0.08,1062557,Trash
9/4/2025,44,1062805,WIZARD,96,SOUTHERN SANITATION,HEB,#158,COMMERCIAL,CHG SALE,396.6,False,$396.60,$396.65,$-0.05,1062805,Trash
9/4/2025,44,1062392,WIZARD,96,SOUTHERN SANITATION,,#159,COMMERCIAL,CHG SALE,43.7,False,$43.70,$43.71,$-0.01,1062392,Trash
9/4/2025,44,1062399,WIZARD,96,SOUTHERN SANITATION,,#160,COMMERCIAL,CHG SALE,471.5,False,$471.50,$471.51,$-0.01,1062399,Trash
9/4/2025,44,1062414,WIZARD,96,SOUTHERN SANITATION,,#161,COMMERCIAL,CHG SALE,128.3,False,$128.30,$128.34,$-0.04,1062414,Trash
9/4/2025,44,1062499,WIZARD,96,SOUTHERN SANITATION,,#162,COMMERCIAL -,CHG SALE,51.6,False,$51.60,$51.62,$-0.02,1062499,Trash
9/4/2025,44,1062512,WIZARD,96,SOUTHERN SANITATION,,#163,COMMERCIAL,CHG SALE,252.9,False,$252.90,$252.96,$-0.06,1062512,Trash
9/4/2025,44,1062558,WIZARD,96,SOUTHERN SANITATION,,#164,COMMERCIAL,CHG SALE,91.6,False,$91.60,$91.61,$-0.01,1062558,Trash
9/4/2025,44,1062575,WIZARD,96,SOUTHERN SANITATION,,#165,COMMERCIAL,CHG SALE,919.3,False,$919.30,$919.31,$-0.01,1062575,Trash
9/4/2025,44,1062594,WIZARD,96,SOUTHERN SANITATION,,#166,COMMERCIAL,CHG SALE,53.4,False,$53.40,$53.48,$-0.08,1062594,Trash
9/4/2025,44,1062627,WIZARD,96,SOUTHERN SANITATION,,#167,COMMERCIAL,CHG SALE,44.6,False,$44.60,$44.64,$-0.04,1062627,Trash
9/4/2025,44,1062667,WIZARD,96,SOUTHERN SANITATION,,#168,COMMERCIAL,CHG SALE,114.8,False,$114.80,$114.86,$-0.06,1062667,Trash
9/4/2025,44,1062690,WIZARD,96,SOUTHERN SANITATION,,#169,COMMERCIAL,CHG SALE,79.0,False,$79.00,$79.05,$-0.05,1062690,Trash
9/4/2025,44,1062699,WIZARD,96,SOUTHERN SANITATION,,#170,COMMERCIAL,CHG SALE,14.8,False,$14.80,$14.88,$-0.08,1062699,Trash
9/4/2025,44,1062705,WIZARD,96,SOUTHERN SANITATION,,#171,COMMERCIAL,CHG SALE,178.5,False,$178.50,$178.56,$-0.06,1062705,Trash
9/4/2025,44,1062765,WIZARD,96,SOUTHERN SANITATION,,#172,COMMERCIAL,CHG SALE,43.2,False,$43.20,$43.25,$-0.05,1062765,Trash
9/4/2025,44,1062791,WIZARD,96,SOUTHERN SANITATION,,#173,COMMERCIAL,CHG SALE,122.7,False,$122.70,$122.76,$-0.06,1062791,Trash
9/4/2025,44,1062792,WIZARD,96,SOUTHERN SANITATION,,#174,COMMERCIAL,CHG SALE,38.6,True,$38.60,$38.60,$0.00,1062792,Trash
9/4/2025,44,1062810,WIZARD,96,SOUTHERN SANITATION,,#175,COMMERCIAL,CHG SALE,23.7,False,$23.70,$0.00,$23.70,No Match,No Match
9/4/2025,44,1062845,WIZARD,96,SOUTHERN SANITATION,,#176,COMMERCIAL,CHG SALE,5.5,False,$5.50,$0.00,$5.50,No Match,No Match
9/4/2025,44,1062849,WIZARD,96,SOUTHERN SANITATION,,#177,COMMERCIAL,CHG SALE,96.2,False,$96.20,$96.26,$-0.06,1062849,Trash
9/5/2025,44,1062872,WIZARD,96,SOUTHERN SANITATION,,#178,COMMERCIAL,CHG SALE,1266.5,False,"$1,266.50","$1,266.53",$-0.03,1062872,Food
9/5/2025,44,1062874,WIZARD,96,SOUTHERN SANITATION,FLYING,#179,COMMERCIAL,CHG SALE,44.1,False,$44.10,$44.18,$-0.08,1062874,Trash
9/5/2025,44,1063045,WIZARD,96,SOUTHERN SANITATION,DOCTORS,#180,COMMERCIAL,CHG SALE,177.1,False,$177.10,$177.17,$-0.07,1063045,Trash
9/5/2025,44,1063117,WIZARD,96,SOUTHERN SANITATION,HEB,#181,COMMERCIAL,CHG SALE,333.4,False,$333.40,$333.41,$-0.01,1063117,Trash
9/5/2025,44,1063259,WIZARD,96,SOUTHERN SANITATION,,#182,COMMERCIAL,CHG SALE,39.5,False,$39.50,$39.53,$-0.03,1063259,Trash
9/5/2025,44,1063290,WIZARD,96,SOUTHERN SANITATION,,#183,COMMERCIAL,CHG SALE,397.1,False,$397.10,$397.11,$-0.01,1063290,Trash
9/5/2025,44,1063355,WIZARD,96,SOUTHERN SANITATION,WALMART,#184,COMMERCIAL,CHG SALE,538.0,False,$538.00,$538.01,$-0.01,1063355,Trash
9/5/2025,44,1062852,WIZARD,96,SOUTHERN SANITATION,,#185,COMMERCIAL,CHG SALE,34.4,False,$34.40,$34.41,$-0.01,1062852,Trash
9/5/2025,44,1062900,WIZARD,96,SOUTHERN SANITATION,,#186,COMMERCIAL,CHG SALE,41.8,False,$41.80,$41.85,$-0.05,1062900,Trash
9/5/2025,44,1062939,WIZARD,96,SOUTHERN SANITATION,,#187,COMMERCIAL,CHG SALE,47.4,False,$47.40,$47.43,$-0.03,1062939,Trash
9/5/2025,44,1062940,WIZARD,96,SOUTHERN SANITATION,,#188,COMMERCIAL,CHG SALE,127.4,False,$127.40,$127.41,$-0.01,1062940,Trash
9/5/2025,44,1062959,WIZARD,96,SOUTHERN SANITATION,,#189,COMMERCIAL,CHG SALE,55.8,True,$55.80,$55.80,$0.00,1062959,Trash
9/5/2025,44,1063011,WIZARD,96,SOUTHERN SANITATION,,#190,COMMERCIAL,CHG SALE,32.0,False,$32.00,$32.09,$-0.09,1063011,Trash
9/5/2025,44,1063013,WIZARD,96,SOUTHERN SANITATION,,#191,COMMERCIAL,CHG SALE,72.0,False,$72.00,$72.08,$-0.08,1063013,Trash
9/5/2025,44,1063034,WIZARD,96,SOUTHERN SANITATION,,#192,COMMERCIAL,CHG SALE,45.5,False,$45.50,$45.57,$-0.07,1063034,Trash
9/5/2025,44,1063069,WIZARD,96,SOUTHERN SANITATION,,#193,COMMERCIAL,CHG SALE,176.2,False,$176.20,$176.24,$-0.04,1063069,Trash
9/5/2025,44,1063076,WIZARD,96,SOUTHERN SANITATION,,#194,COMMERCIAL,CHG SALE,57.2,True,$57.20,$57.20,$0.00,1063076,Trash
9/5/2025,44,1063151,WIZARD,96,SOUTHERN SANITATION,,#195,COMMERCIAL,CHG SALE,145.5,False,$145.50,$145.55,$-0.05,1063151,Trash
9/5/2025,44,1063165,WIZARD,96,SOUTHERN SANITATION,,#196,COMMERCIAL,CHG SALE,152.0,False,$152.00,$152.06,$-0.06,1063165,Trash
9/5/2025,44,1063203,WIZARD,96,SOUTHERN SANITATION,,#197,COMMERCIAL,CHG SALE,81.8,False,$81.80,$81.84,$-0.04,1063203,Trash
9/5/2025,44,1063252,WIZARD,96,SOUTHERN SANITATION,,#198,COMMERCIAL,CHG SALE,86.4,False,$86.40,$86.49,$-0.09,1063252,Trash
9/5/2025,44,1063280,WIZARD,96,SOUTHERN SANITATION,,#199,COMMERCIAL,CHG SALE,58.5,False,$58.50,$58.59,$-0.09,1063280,Trash
9/5/2025,44,1063350,WIZARD,96,SOUTHERN SANITATION,,#200,COMMERCIAL,CHG SALE,13.9,False,$13.90,$13.95,$-0.05,1063350,Trash
9/6/2025,44,1063390,WIZARD,96,SOUTHERN SANITATION,,#201,COMMERCIAL,CHG SALE,61.8,False,$61.80,$61.85,$-0.05,1063390,Trash
9/6/2025,44,1063421,WIZARD,96,SOUTHERN SANITATION,,#202,COMMERCIAL,CHG SALE,47.4,False,$47.40,$47.43,$-0.03,1063421,Trash
9/6/2025,44,1063487,WIZARD,96,SOUTHERN SANITATION,,#203,COMMERCIAL,CHG SALE,49.7,False,$49.70,$49.76,$-0.06,1063487,Trash
9/6/2025,44,1063555,WIZARD,96,SOUTHERN SANITATION,,#204,COMMERCIAL,CHG SALE,20.0,True,$20.00,$20.00,$0.00,1063555,Trash
9/6/2025,44,1063579,WIZARD,96,SOUTHERN SANITATION,,#205,COMMERCIAL,CHG SALE,59.5,False,$59.50,$59.52,$-0.02,1063579,Trash
9/6/2025,44,1063616,WIZARD,96,SOUTHERN SANITATION,,#206,COMMERCIAL,CHG SALE,285.9,False,$285.90,$285.98,$-0.08,1063616,Trash
9/6/2025,44,1063687,WIZARD,96,SOUTHERN SANITATION,,#207,COMMERCIAL,CHG SALE,2.3,False,$2.30,$2.33,$-0.03,1063687,Trash
9/6/2025,44,1063691,WIZARD,96,SOUTHERN SANITATION,,#208,COMMERCIAL,CHG SALE,368.7,False,$368.70,$368.75,$-0.05,1063691,Trash
9/6/2025,44,1063739,WIZARD,96,SOUTHERN SANITATION,,#209,COMMERCIAL,CHG SALE,63.2,False,$63.20,$63.24,$-0.04,1063739,Trash
9/6/2025,44,1063793,WIZARD,96,SOUTHERN SANITATION,,#210,COMMERCIAL,CHG SALE,392.0,True,$392.00,$392.00,$0.00,1063793,Trash
9/6/2025,44,1063826,WIZARD,96,SOUTHERN SANITATION,,#211,MIXED WASTE,CHG SALE,61.3,False,$61.30,$61.38,$-0.08,1063826,Trash
9/6/2025,44,1063922,WIZARD,96,SOUTHERN SANITATION,,#212,COMMERCIAL,CHG SALE,40.4,False,$40.40,$40.46,$-0.06,1063922,Trash
9/8/2025,44,1063940,WIZARD,96,SOUTHERN SANITATION,,#213,COMMERCIAL,CHG SALE,106.4,False,$106.40,$106.49,$-0.09,1063940,Trash
9/8/2025,44,1063952,WIZARD,96,SOUTHERN SANITATION,HOMEGOODS,#214,COMMERCIAL,CHG SALE,105.0,False,$105.00,$105.09,$-0.09,1063952,Trash
9/8/2025,44,1063954,WIZARD,96,SOUTHERN SANITATION,,#215,COMMERCIAL,CHG SALE,74.4,True,$74.40,$74.40,$0.00,1063954,Trash
9/8/2025,44,1063975,WIZARD,96,SOUTHERN SANITATION,,#216,COMMERCIAL,CHG SALE,131.1,False,$131.10,$131.13,$-0.03,1063975,Trash
9/8/2025,44,1064193,WIZARD,96,SOUTHERN SANITATION,,#217,COMMERCIAL,CHG SALE,484.0,False,$484.00,$484.07,$-0.07,1064193,Trash
9/8/2025,44,1063944,WIZARD,96,SOUTHERN SANITATION,,#218,COMMERCIAL,CHG SALE,50.6,False,$50.60,$50.69,$-0.09,1063944,Trash
9/8/2025,44,1064036,WIZARD,96,SOUTHERN SANITATION,,#219,COMMERCIAL,CHG SALE,122.3,True,$122.30,$122.30,$0.00,1064036,Trash
9/8/2025,44,1064044,WIZARD,96,SOUTHERN SANITATION,,#220,COMMERCIAL,CHG SALE,81.3,False,$81.30,$81.38,$-0.08,1064044,Trash
9/8/2025,44,1064078,WIZARD,96,SOUTHERN SANITATION,,#221,COMMERCIAL,CHG SALE,109.2,False,$109.20,$109.28,$-0.08,1064078,Trash
9/8/2025,44,1064103,WIZARD,96,SOUTHERN SANITATION,,#222,COMMERCIAL,CHG SALE,46.5,True,$46.50,$46.50,$0.00,1064103,Trash
9/8/2025,44,1064105,WIZARD,96,SOUTHERN SANITATION,,#223,COMMERCIAL,CHG SALE,80.4,False,$80.40,$80.45,$-0.05,1064105,Trash
9/8/2025,44,1064145,WIZARD,96,SOUTHERN SANITATION,,#224,COMMERCIAL,CHG SALE,109.2,False,$109.20,$109.28,$-0.08,1064145,Trash
9/8/2025,44,1064149,WIZARD,96,SOUTHERN SANITATION,,#225,COMMERCIAL,CHG SALE,61.3,False,$61.30,$61.38,$-0.08,1064149,Trash
9/8/2025,44,1064156,WIZARD,96,SOUTHERN SANITATION,,#226,COMMERCIAL,CHG SALE,73.9,False,$73.90,$73.94,$-0.04,1064156,Trash
9/8/2025,44,1064182,WIZARD,96,SOUTHERN SANITATION,,#227,COMMERCIAL,CHG SALE,53.4,False,$53.40,$53.48,$-0.08,1064182,Trash
9/8/2025,44,1064183,WIZARD,96,SOUTHERN SANITATION,,#228,COMMERCIAL,CHG SALE,57.6,False,$57.60,$57.66,$-0.06,1064183,Trash
9/8/2025,44,1064216,WIZARD,96,SOUTHERN SANITATION,,#229,COMMERCIAL,CHG SALE,59.5,False,$59.50,$59.52,$-0.02,1064216,Trash
9/8/2025,44,1064219,WIZARD,96,SOUTHERN SANITATION,,#230,COMMERCIAL,CHG SALE,65.5,False,$65.50,$65.57,$-0.07,1064219,Trash
9/8/2025,44,1064220,WIZARD,96,SOUTHERN SANITATION,,#231,COMMERCIAL,CHG SALE,71.6,False,$71.60,$71.61,$-0.01,1064220,Trash
9/8/2025,44,1064222,WIZARD,96,SOUTHERN SANITATION,,#232,COMMERCIAL,CHG SALE,122.3,True,$122.30,$122.30,$0.00,1064222,Trash
9/9/2025,44,1064239,WIZARD,96,SOUTHERN SANITATION,LOWES,#233,COMMERCIAL,CHG SALE,261.8,True,$261.80,$261.80,$0.00,1064239,Trash
9/9/2025,44,1064243,WIZARD,96,SOUTHERN SANITATION,,#234,COMMERCIAL,CHG SALE,132.5,False,$132.50,$132.53,$-0.03,1064243,Trash
9/9/2025,44,1064251,WIZARD,96,SOUTHERN SANITATION,,#235,COMMERCIAL,CHG SALE,29.7,False,$29.70,$29.76,$-0.06,1064251,Trash
9/9/2025,44,1064259,WIZARD,96,SOUTHERN SANITATION,OUTLETS,#236,RECYCLE,CHG SALE,0.0,True,$0.00,$0.00,$0.00,1064259,Cardboard
9/9/2025,44,1064338,WIZARD,96,SOUTHERN SANITATION,,#237,COMMERCIAL,CHG SALE,132.9,False,$132.90,$124.62,$8.28,1064338,Trash
9/9/2025,44,1064435,WIZARD,96,SOUTHERN SANITATION,,#238,COMMERCIAL,CHG SALE,206.9,False,$206.90,$206.93,$-0.03,1064435,Trash
9/9/2025,44,1064481,WIZARD,96,SOUTHERN SANITATION,,#239,COMMERCIAL,CHG SALE,670.0,False,$670.00,$670.07,$-0.07,1064481,Trash
9/9/2025,44,1064547,WIZARD,96,SOUTHERN SANITATION,,#240,COMMERCIAL,CHG SALE,280.4,True,$280.40,$280.40,$0.00,1064547,Trash
9/9/2025,44,1064572,WIZARD,96,SOUTHERN SANITATION,PILOT,#241,COMMERCIAL,CHG SALE,365.9,False,$365.90,$365.96,$-0.06,1064572,Trash
9/9/2025,44,1064605,WIZARD,96,SOUTHERN SANITATION,,#242,COMMERCIAL,CHG SALE,564.9,False,$564.90,$564.98,$-0.08,1064605,Trash
9/9/2025,44,1064232,WIZARD,96,SOUTHERN SANITATION,,#243,COMMERCIAL,CHG SALE,77.6,False,$77.60,$77.66,$-0.06,1064232,Trash
9/9/2025,44,1064279,WIZARD,96,SOUTHERN SANITATION,,#244,COMMERCIAL,CHG SALE,191.5,False,$191.50,$191.58,$-0.08,1064279,Trash
9/9/2025,44,1064295,WIZARD,96,SOUTHERN SANITATION,,#245,COMMERCIAL,CHG SALE,26.0,False,$26.00,$26.04,$-0.04,1064295,Trash
9/9/2025,44,1064315,WIZARD,96,SOUTHERN SANITATION,,#246,COMMERCIAL,CHG SALE,228.7,False,$228.70,$228.78,$-0.08,1064315,Trash
9/9/2025,44,1064333,WIZARD,96,SOUTHERN SANITATION,,#247,COMMERCIAL,CHG SALE,122.3,True,$122.30,$122.30,$0.00,1064333,Trash
9/9/2025,44,1064336,WIZARD,96,SOUTHERN SANITATION,,#248,COMMERCIAL,CHG SALE,53.0,False,$53.00,$53.01,$-0.01,1064336,Trash
9/9/2025,44,1064349,WIZARD,96,SOUTHERN SANITATION,,#249,COMMERCIAL,CHG SALE,216.2,False,$216.20,$216.23,$-0.03,1064349,Trash
9/9/2025,44,1064355,WIZARD,96,SOUTHERN SANITATION,,#250,COMMERCIAL,CHG SALE,112.0,False,$112.00,$112.07,$-0.07,1064355,Trash
9/9/2025,44,1064369,WIZARD,96,SOUTHERN SANITATION,,#251,COMMERCIAL,CHG SALE,77.6,False,$77.60,$77.66,$-0.06,1064369,Trash
9/9/2025,44,1064379,WIZARD,96,SOUTHERN SANITATION,,#252,COMMERCIAL,CHG SALE,65.5,False,$65.50,$65.57,$-0.07,1064379,Trash
