DateIn,Site,Ticket,Operator,CustNum,Customer,Reference,Vehicle,Rolloff,TransType,Amount,Amount Match,Landfill_Amount,Trux_Amount,Difference,Entered Ticket,Material Description
2025-08-04,44,1048363,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 311,,CHG  SALE,253.8,False,$253.80,$253.89,$-0.09,1048363,Trash
2025-08-04,44,1048382,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 19,,CHG  SALE,72.5,False,$72.50,$72.54,$-0.04,1048382,Trash
2025-08-04,44,1048411,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 329,,CHG  SALE,272.0,False,$272.00,$272.03,$-0.03,1048411,Trash
2025-08-04,44,1048420,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 235,,CHG  SALE,23.2,False,$23.20,$23.25,$-0.05,1048420,Trash
2025-08-04,44,1048448,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 161,,CHG  SALE,225.0,False,$225.00,$225.06,$-0.06,1048448,Trash
2025-08-04,44,1048451,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 32,,CHG  SALE,118.5,False,$118.50,$0.00,$118.50,No Match,No Match
2025-08-05,44,1048484,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 305,,CHG  SALE,159.0,False,$159.00,$159.03,$-0.03,1048484,Trash
2025-08-05,44,1048492,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 67,,CHG  SALE,38.1,False,$38.10,$38.13,$-0.03,1048492,Trash
2025-08-05,44,1048501,ROSIE,96,SOUTHERN SANITATION SERVICE,,#85 59,,CHG  SALE,51.1,False,$51.10,$51.15,$-0.05,1048501,Trash
2025-08-05,44,1048543,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 351,,CHG  SALE,128.3,False,$128.30,$128.34,$-0.04,1048543,Trash
2025-08-05,44,1048550,ROSIE,96,SOUTHERN SANITATION SERVICE,,#79 140,,CHG  SALE,131.1,False,$131.10,$131.13,$-0.03,1048550,Trash
2025-08-05,44,1048573,SANDY,96,SOUTHERN SANITATION SERVICE,,#93,,CHG  SALE,274.8,False,$274.80,$274.82,$-0.02,1048573,Trash
2025-08-05,44,1048582,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 25,,CHG  SALE,97.1,False,$97.10,$97.19,$-0.09,1048582,Trash
2025-08-05,44,1048597,SANDY,96,SOUTHERN SANITATION SERVICE,LOVES,LS-3,,CHG  SALE,199.9,False,$199.90,$199.95,$-0.05,1048597,Trash
2025-08-05,44,1048661,SANDY,96,SOUTHERN SANITATION SERVICE,HEB,#93,,CHG  SALE,279.9,False,$279.90,$279.93,$-0.03,1048661,Trash
2025-08-05,44,1048669,SANDY,96,SOUTHERN SANITATION SERVICE,WALMART,#85,,CHG  SALE,319.4,False,$319.40,$319.46,$-0.06,1048669,Trash
2025-08-05,44,1048712,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 180,,CHG  SALE,19.0,False,$19.00,$19.07,$-0.07,1048712,Trash
2025-08-05,44,1048729,ROSIE,96,SOUTHERN SANITATION SERVICE,,#79 104,,CHG  SALE,340.8,False,$340.80,$340.85,$-0.05,1048729,Trash
2025-08-05,44,1048730,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 332,,CHG  SALE,69.7,False,$69.70,$69.75,$-0.05,1048730,Trash
2025-08-05,44,1048754,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 35,,CHG  SALE,167.8,False,$167.80,$167.87,$-0.07,1048754,Trash
2025-08-05,44,1048765,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 110,,CHG  SALE,5.5,False,$5.50,$5.58,$-0.08,1048765,Trash
2025-08-05,44,1048883,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 115,,CHG  SALE,123.2,False,$123.20,$123.23,$-0.03,1048883,Trash
2025-08-05,44,1048884,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 106,,CHG  SALE,257.6,False,$257.60,$257.61,$-0.01,1048884,Trash
2025-08-05,44,1048904,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 19,,CHG  SALE,68.8,False,$68.80,$68.82,$-0.02,1048904,Trash
2025-08-05,44,1048918,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 22,,CHG  SALE,190.1,False,$190.10,$190.19,$-0.09,1048918,Trash
2025-08-05,44,1048956,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 303,,CHG  SALE,440.8,False,$440.80,$440.82,$-0.02,1048956,Trash
2025-08-05,44,1048959,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 192,,CHG  SALE,25.5,False,$25.50,$25.58,$-0.08,1048959,Trash
2025-08-05,44,1048978,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 348,,CHG  SALE,97.1,False,$97.10,$97.19,$-0.09,1048978,Trash
2025-08-05,44,1048983,ROSIE,96,SOUTHERN SANITATION SERVICE,DOCTORS,#85,,CHG  SALE,206.4,False,$206.40,$206.46,$-0.06,1048983,Trash
2025-08-05,44,1048992,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 160,,CHG  SALE,13.9,False,$13.90,$13.95,$-0.05,1048992,Trash
2025-08-05,44,1048999,ROSIE,96,SOUTHERN SANITATION SERVICE,HEB,LS-3,,CHG  SALE,466.4,True,$466.40,$466.40,$0.00,1048999,Trash
2025-08-06,44,1049020,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 101,,CHG  SALE,33.4,False,$33.40,$33.48,$-0.08,1049020,Trash
2025-08-06,44,1049029,ROSIE,96,SOUTHERN SANITATION SERVICE,,LS-3 000,,CHG  SALE,39.9,False,$39.90,$39.99,$-0.09,1049029,Trash
2025-08-06,44,1049030,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 154,,CHG  SALE,65.5,False,$65.50,$65.57,$-0.07,1049030,Trash
2025-08-06,44,1049038,SANDY,96,SOUTHERN SANITATION SERVICE,ROSS,#85,,CHG  SALE,121.3,False,$121.30,$121.37,$-0.07,1049038,Trash
2025-08-06,44,1049047,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 226,,CHG  SALE,115.7,False,$115.70,$115.79,$-0.09,1049047,Trash
2025-08-06,44,1049064,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 112,,CHG  SALE,28.8,False,$28.80,$28.83,$-0.03,1049064,Trash
2025-08-06,44,1049070,WIZARD,96,SOUTHERN SANITATION SERVICE,,#79 140,,CHG  SALE,253.8,False,$253.80,$253.89,$-0.09,1049070,Trash
2025-08-06,44,1049106,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 177,,CHG  SALE,89.2,False,$89.20,$89.28,$-0.08,1049106,Trash
2025-08-06,44,1049114,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 211,,CHG  SALE,82.3,False,$82.30,$82.31,$-0.01,1049114,Trash
2025-08-06,44,1049161,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 186,,CHG  SALE,93.4,False,$93.40,$93.47,$-0.07,1049161,Trash
2025-08-06,44,1049192,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 172,,CHG  SALE,28.3,False,$28.30,$28.37,$-0.07,1049192,Trash
2025-08-06,44,1049207,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 216,,CHG  SALE,55.8,True,$55.80,$55.80,$0.00,1049207,Trash
2025-08-06,44,1049220,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 234,,CHG  SALE,78.5,False,$78.50,$78.59,$-0.09,1049220,Trash
2025-08-06,44,1049235,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 49,,CHG  SALE,161.3,False,$161.30,$161.36,$-0.06,1049235,Trash
2025-08-06,44,1049237,WIZARD,96,SOUTHERN SANITATION SERVICE,,#79 307,,CHG  SALE,161.8,False,$161.80,$161.82,$-0.02,1049237,Trash
2025-08-06,44,1049241,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 123,,CHG  SALE,120.4,False,$120.40,$120.44,$-0.04,1049241,Trash
2025-08-06,44,1049257,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 153,,CHG  SALE,94.4,True,$94.40,$94.40,$0.00,1049257,Trash
2025-08-06,44,1049263,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 7,,CHG  SALE,49.7,False,$49.70,$49.76,$-0.06,1049263,Trash
2025-08-06,44,1049303,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 227,,CHG  SALE,254.8,False,$254.80,$254.82,$-0.02,1049303,Trash
2025-08-06,44,1049318,ROSIE,96,SOUTHERN SANITATION SERVICE,,#93 71,,CHG  SALE,1509.0,False,"$1,509.00","$1,509.01",$-0.01,1049318,Food
2025-08-06,44,1049325,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 161,,CHG  SALE,90.6,False,$90.60,$90.68,$-0.08,1049325,Trash
2025-08-06,44,1049346,WIZARD,96,SOUTHERN SANITATION SERVICE,,#79 4,,CHG  SALE,27.9,True,$27.90,$27.90,$0.00,1049346,Trash
2025-08-06,44,1049365,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 306,,CHG  SALE,180.8,False,$180.80,$180.89,$-0.09,1049365,Trash
2025-08-06,44,1049366,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 252,,CHG  SALE,166.9,False,$166.90,$166.94,$-0.04,1049366,Trash
2025-08-06,44,1049372,SANDY,96,SOUTHERN SANITATION SERVICE,OUTLETS,LS-3,,CHG  SALE,0.0,True,$0.00,$0.00,$0.00,1049372,Cardboard
2025-08-06,44,1049428,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 126,,CHG  SALE,54.8,False,$54.80,$54.87,$-0.07,1049428,Trash
2025-08-06,44,1049446,ROSIE,96,SOUTHERN SANITATION SERVICE,HEB,#93,,CHG  SALE,445.9,False,$445.90,$0.00,$445.90,No Match,No Match
2025-08-06,44,1049453,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 329,,CHG  SALE,195.7,False,$195.70,$195.77,$-0.07,1049453,Trash
2025-08-06,44,1049463,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 353,,CHG  SALE,88.3,False,$88.30,$88.35,$-0.05,1049463,Trash
2025-08-06,44,1049478,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 174,,CHG  SALE,79.9,False,$79.90,$79.98,$-0.08,1049478,Trash
2025-08-06,44,1049499,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 143,,CHG  SALE,92.5,False,$92.50,$92.54,$-0.04,1049499,Trash
2025-08-06,44,1049514,ROSIE,96,SOUTHERN SANITATION SERVICE,LOWES,LS-3,,CHG  SALE,141.8,False,$141.80,$141.83,$-0.03,1049514,Trash
2025-08-06,44,1049516,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 17,,CHG  SALE,99.5,False,$99.50,$99.51,$-0.01,1049516,Trash
2025-08-06,44,1049521,WIZARD,96,SOUTHERN SANITATION SERVICE,,#79 37,,CHG  SALE,149.7,False,$149.70,$149.73,$-0.03,1049521,Trash
2025-08-07,44,1049529,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 328,,CHG  SALE,38.1,False,$38.10,$38.13,$-0.03,1049529,Trash
2025-08-07,44,1049537,WIZARD,96,SOUTHERN SANITATION SERVICE,,#79 209,,CHG  SALE,114.3,False,$114.30,$114.39,$-0.09,1049537,Trash
2025-08-07,44,1049546,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 66,,CHG  SALE,68.8,False,$68.80,$68.82,$-0.02,1049546,Trash
2025-08-07,44,1049583,SANDY,96,SOUTHERN SANITATION SERVICE,,#85 351,,CHG  SALE,41.3,False,$41.30,$41.39,$-0.09,1049583,Trash
2025-08-07,44,1049592,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 237,,CHG  SALE,212.5,False,$212.50,$212.51,$-0.01,1049592,Trash
2025-08-07,44,1049594,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 358,,CHG  SALE,60.9,False,$60.90,$60.92,$-0.02,1049594,Trash
2025-08-07,44,1049608,WIZARD,96,SOUTHERN SANITATION SERVICE,,#79 52,,CHG  SALE,246.4,False,$246.40,$246.45,$-0.05,1049608,Trash
2025-08-07,44,1049617,SANDY,96,SOUTHERN SANITATION SERVICE,WALMART,#93,,CHG  SALE,177.6,False,$177.60,$177.63,$-0.03,1049617,Trash
2025-08-07,44,1049672,ROSIE,96,SOUTHERN SANITATION SERVICE,,#85 32,,CHG  SALE,79.0,False,$79.00,$79.05,$-0.05,1049672,Trash
2025-08-07,44,1049692,WIZARD,96,SOUTHERN SANITATION SERVICE,,#79 46,,CHG  SALE,76.2,False,$76.20,$76.26,$-0.06,1049692,Trash
2025-08-07,44,1049696,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 33,,CHG  SALE,9.7,False,$9.70,$9.77,$-0.07,1049696,Trash
2025-08-07,44,1049708,ROSIE,96,SOUTHERN SANITATION SERVICE,,#93 170,,CHG  SALE,1944.1,False,"$1,944.10","$1,944.17",$-0.07,1049708,Food
2025-08-07,44,1049720,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 279,,CHG  SALE,132.5,False,$132.50,$132.53,$-0.03,1049720,Trash
2025-08-07,44,1049764,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 106,,CHG  SALE,557.5,False,$557.50,$557.54,$-0.04,1049764,Trash
2025-08-07,44,1049777,SANDY,96,SOUTHERN SANITATION SERVICE,,#94 106,,CHG  SALE,20.0,False,$20.00,$0.00,$20.00,No Match,No Match
2025-08-07,44,1049786,SANDY,96,SOUTHERN SANITATION SERVICE,PILOT,LS-3,,CHG  SALE,312.9,False,$312.90,$312.95,$-0.05,1049786,Trash
2025-08-07,44,1049803,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 26,,CHG  SALE,72.0,False,$72.00,$72.08,$-0.08,1049803,Trash
2025-08-07,44,1049804,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 381,,CHG  SALE,64.6,False,$64.60,$64.64,$-0.04,1049804,Trash
2025-08-07,44,1049818,WIZARD,96,SOUTHERN SANITATION SERVICE,,#79 104,,CHG  SALE,405.0,False,$405.00,$405.02,$-0.02,1049818,Trash
2025-08-07,44,1049835,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 34,,CHG  SALE,120.4,False,$120.40,$120.44,$-0.04,1049835,Trash
2025-08-07,44,1049872,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 262,,CHG  SALE,84.1,False,$84.10,$84.17,$-0.07,1049872,Trash
2025-08-07,44,1049891,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 116,,CHG  SALE,112.5,False,$112.50,$112.53,$-0.03,1049891,Trash
2025-08-07,44,1049908,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 248,,CHG  SALE,165.5,False,$165.50,$165.54,$-0.04,1049908,Trash
2025-08-07,44,1049918,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 303,,CHG  SALE,69.7,False,$69.70,$69.75,$-0.05,1049918,Trash
2025-08-07,44,1049920,ROSIE,96,SOUTHERN SANITATION SERVICE,,#85,,CHG  SALE,260.4,True,$260.40,$260.40,$0.00,1049920,Trash
2025-08-07,44,1049937,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 371,,CHG  SALE,31.1,False,$31.10,$31.16,$-0.06,1049937,Trash
2025-08-07,44,1049966,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 241,,CHG  SALE,193.4,False,$193.40,$193.44,$-0.04,1049966,Trash
2025-08-07,44,1049971,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 371,,CHG  SALE,150.6,False,$150.60,$150.66,$-0.06,1049971,Trash
2025-08-08,44,1049978,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 346,,CHG  SALE,33.4,False,$33.40,$33.48,$-0.08,1049978,Trash
2025-08-08,44,1049979,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 202,,CHG  SALE,50.6,False,$50.60,$50.69,$-0.09,1049979,Trash
2025-08-08,44,1049980,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 252,,CHG  SALE,152.5,False,$152.50,$152.52,$-0.02,1049980,Trash
